rank,reward,equations,equations_with_constants
209,0.9061521392354837,B0*sqrt(Abs(s)) ; sqrt(Abs(B1 + i)),0.0335176335613636*sqrt(Abs(s)) ; sqrt(Abs(i + 0.020798836325271))
210,0.9061479259925039,B0*sqrt(Abs(s)) ; sqrt(Abs(i)),0.0341022552539856*sqrt(Abs(s)) ; sqrt(Abs(i))
211,0.9061468438336577,B0*sqrt(Abs(s)) ; i*r,0.033517631528223*sqrt(Abs(s)) ; i*r
212,0.9061359310347842,B0*i*s ; B1 - 3*r,-0.0094124077775183*i*s ; 3.11109280709684 - 3*r
213,0.9061358708749384,B0*sqrt(Abs(s)) ; 2*r,0.0339697205311364*sqrt(Abs(s)) ; 2*r
214,0.90613572384888,B0*sqrt(Abs(s)) ; B1*r,0.0339697202372858*sqrt(Abs(s)) ; 0.018727265561543*r
215,0.9061356899368118,B0*sqrt(Abs(s)) ; B1*sqrt(Abs(i)),0.033969720159779*sqrt(Abs(s)) ; 1.92822858532562*sqrt(Abs(i))
216,0.9061208582821835,B0*sqrt(Abs(s)) ; sqrt(2)*sqrt(Abs(i)),0.0339045964021104*sqrt(Abs(s)) ; sqrt(2)*sqrt(Abs(i))
217,0.9061208368818741,B0*sqrt(Abs(s)) ; B1*sqrt(Abs(r)),0.0339045967228184*sqrt(Abs(s)) ; 0.818792816561054*sqrt(Abs(r))
218,0.9061207922959942,B0*sqrt(Abs(s)) ; Abs(i)**(3/2),0.0339045962491566*sqrt(Abs(s)) ; Abs(i)**(3/2)
219,0.9061207355691493,B0*sqrt(Abs(s)) ; Abs(i)**(5/4),0.0339045970115838*sqrt(Abs(s)) ; Abs(i)**(5/4)
220,0.9061205225684125,B0*sqrt(Abs(s)) ; B1 - i,0.0339045950404488*sqrt(Abs(s)) ; 1.2829109221643 - i
221,0.9061203528463456,B0*sqrt(Abs(s)) ; Abs(r)**(1/4),0.0339045938013045*sqrt(Abs(s)) ; Abs(r)**(1/4)
222,0.9061202743799612,B0*sqrt(Abs(s)) ; r*sqrt(Abs(i)),0.0339045931039937*sqrt(Abs(s)) ; r*sqrt(Abs(i))
223,0.9061198323823264,B0*sqrt(Abs(s)) ; r,0.0339046056780156*sqrt(Abs(s)) ; r
224,0.9061168829803725,B0*sqrt(Abs(s)) ; sqrt(Abs(r)),0.0339630751352678*sqrt(Abs(s)) ; sqrt(Abs(r))
225,0.9061166776854411,B0*sqrt(Abs(s)) ; sqrt(Abs(B1 + r)),0.0339630705391188*sqrt(Abs(s)) ; sqrt(Abs(r + 0.000737251945068543))
226,0.9061160651976569,B0*sqrt(Abs(s)) ; i,0.0333895942093532*sqrt(Abs(s)) ; i
227,0.9061152111498676,B0*sqrt(Abs(s)) ; B1*i,0.0333895920532664*sqrt(Abs(s)) ; 0.677543908625173*i
228,0.9061148701304476,B0*sqrt(Abs(s)) ; B1 + i,0.0333895903457184*sqrt(Abs(s)) ; i + 0.000179053587207294
229,0.9061147180307763,B0*sqrt(Abs(s)) ; sqrt(Abs(i + r)),0.0333895894155118*sqrt(Abs(s)) ; sqrt(Abs(i + r))
230,0.9060234914112302,B0*i*s**2 ; r + sqrt(Abs(r)),0.350668683097456*i*s**2 ; r + sqrt(Abs(r))
231,0.9060234913843619,B0*i*s**2 ; -Abs(r)**(1/8),0.350813847497597*i*s**2 ; -Abs(r)**(1/8)
232,0.9060234906702062,B0*i*s**2 ; r,0.350817688141215*i*s**2 ; r
233,0.9060141874531935,B0*i ; B1 + B2*i + r,0.0131261199696571*i ; 1.17261855773874*i + r - 1.02346908593881
234,0.9057289185926414,B0*s ; B1*sqrt(Abs(r)),0.0474979777313912*s ; 0.811317895064069*sqrt(Abs(r))
235,0.9057289185872359,B0*s ; B1 + sqrt(Abs(i)),0.0474985240937605*s ; sqrt(Abs(i)) + 0.325354893397716
236,0.9057289185807968,B0*s ; sqrt(Abs(B1 + i)),0.0474971859216229*s ; sqrt(Abs(i + 4.16651214569152))
237,0.9057289184333388,B0*s ; sqrt(Abs(B1 - r)),0.0475009133665594*s ; sqrt(Abs(r - 0.000741565714108503))
238,0.9057289184167778,B0*s ; B1*sqrt(Abs(i)),0.0475010618419938*s ; 0.00824088301379544*sqrt(Abs(i))
239,0.905728918399017,B0*s ; sqrt(Abs(B1 + r)),0.0474947556978808*s ; sqrt(Abs(r + 0.136041958733962))
240,0.9057288023972137,B0*s ; i*sqrt(Abs(r)),0.0474189119539604*s ; i*sqrt(Abs(r))
241,0.9057287685662768,B0*s ; r + sqrt(Abs(i)),0.0475878968343062*s ; r + sqrt(Abs(i))
242,0.9057287618231962,B0*s ; i - sqrt(Abs(r)),0.0475898959840193*s ; i - sqrt(Abs(r))
243,0.9057287583236955,B0*s ; sqrt(Abs(i - r)),0.0475909165653928*s ; sqrt(Abs(i - r))
244,0.9057287487535876,B0*s ; Abs(i)**(3/4)*sqrt(Abs(r)),0.0475936520361591*s ; Abs(i)**(3/4)*sqrt(Abs(r))
245,0.9055771638262254,B0*i*s**2 ; i + r,-0.210688772421116*i*s**2 ; i + r
246,0.9055428672139221,B0 + B1*i ; B2 + B3*sqrt(Abs(i)),0.0558501605235373 - 0.664926088213488*i ; 0.0831934937653841 - 0.287467556929583*sqrt(Abs(i))
247,0.9052038169731238,B1*sqrt(Abs(B0 - i)) ; B2 + B3*r,0.114573945854858*sqrt(Abs(i - 0.00631095340659135)) ; 0.0649101536501063 - 0.0479585816250165*r
248,0.9051124334044037,B0 + B1*sqrt(Abs(i)) ; B2 + sqrt(Abs(B3 - r)),0.0451300427293377 - 0.00445959616196267*sqrt(Abs(i)) ; sqrt(Abs(r - 1.80131570915548)) - 0.127601911219253
249,0.9050780203078236,B0*s + 2*i ; B1 + B2*r + i,2*i + 3.27112350447999*s ; i - 3.09832388044935*r + 2.38558726192356
250,0.904939170730686,B0 + B1*i ; B2 + r,0.000211503807580211*i + 0.0284486849193597 ; r + 1.42988869804961e-8
251,0.9048976118437747,B0*s*sqrt(Abs(i)) ; i**3,0.118929563777785*s*sqrt(Abs(i)) ; i**3
252,0.9047238000158775,B0*s + i*s ; B1 + B2*r,i*s + 2.14964376743611*s ; 0.0226373331452965*r + 0.0266508748925139
253,0.9044684661138527,B0*i ; B1*i + i*r,0.309699105456984*i ; i*r + 0.0764622603781067*i
254,0.9042623167475667,B0*i + B1*s ; B2 + B3*r,-0.143927791627975*i - 0.0151511681278667*s ; 0.144010801553959 - 0.128281080318822*r
255,0.9041961634300519,B0 + i**2 ; B1 + B2*sqrt(Abs(r)),i**2 - 0.00394091665281347 ; 0.12411871688206 - 0.109930812847495*sqrt(Abs(r))
256,0.903642246292144,B0*i*s ; B1 - i - sqrt(Abs(r)),0.000697925425446464*i*s ; -i - sqrt(Abs(r)) + 0.0199999999398069
257,0.9036022233810922,i*s ; B0*i,i*s ; 0.704734487323734*i
258,0.9034274509448609,B0 + B1*i ; B2 + B3*sqrt(Abs(r)),0.000414513785441877*i + 0.0421569589398718 ; 0.740997278711376*sqrt(Abs(r)) - 0.10428240732487
259,0.9033967155611862,B0*i*s ; B1 + i - 2*r,0.0105984569942111*i*s ; i - 2*r - 1.33107784160523
260,0.9032960278241049,B0 + B1*i ; B2 + r**2,0.000318147847146647*i + 0.0333926802173038 ; r**2 + 0.0030275028485033
261,0.9032595534523076,B0 + B1*sqrt(Abs(i - s)) ; B2 + 2*i,0.108789002061356 - 0.136871140267529*sqrt(Abs(i - s)) ; 2*i - 1.05274383108688
262,0.9032495035225068,B0 - i**2 ; B1 - r**2,0.0553909372583046 - i**2 ; 0.157588634982916 - r**2
263,0.9031526387109785,B0*i ; B1 + i,1.01806005780331*i ; i + 0.000517601490612531
264,0.9030884272930586,B0*i*s ; B1 + i**2 - i,0.094806927372019*i*s ; i**2 - i + 0.0210172342141915
265,0.9030704617916134,i*sqrt(Abs(B0 - s)) ; i,i*sqrt(Abs(s + 0.426735961447987)) ; i
266,0.9030430083465836,B0 + B1*sqrt(Abs(i - s)) ; B2 - r + sqrt(Abs(i)),0.109377678881284 - 0.109430065348142*sqrt(Abs(i - s)) ; -r + sqrt(Abs(i)) - 0.763748290763107
267,0.9030391841877462,B0*sqrt(Abs(i)) ; i*sqrt(Abs(B1 + r)),0.109768259141471*sqrt(Abs(i)) ; i*sqrt(Abs(r - 0.145169422919495))
268,0.902916291412392,B0 + B1*sqrt(Abs(i - s)) ; B2 + B3*r,0.10979117672786 - 0.0985528390061872*sqrt(Abs(i - s)) ; -1.08974395431448*r - 0.0638340458599508
269,0.9028068029457353,B0 + B2*sqrt(Abs(B1 + i)) ; r**2*sqrt(Abs(i)),0.109261495454615 - 0.13797186034064*sqrt(Abs(i - 0.472549099067881)) ; r**2*sqrt(Abs(i))
270,0.9028068004943788,B0 + B2*sqrt(Abs(B1 - s)) ; i - r,0.10925826027508 - 0.137965128341604*sqrt(Abs(s - 0.527453566915794)) ; i - r
271,0.9028067994752592,B0 + B2*sqrt(Abs(B1 + i)) ; B3*i*r,0.109244812180602 - 0.137968647245139*sqrt(Abs(i - 0.472491119587885)) ; 0.0842575684358337*i*r
272,0.9028067950285471,B0 + B2*sqrt(Abs(B1 + s)) ; -r + sqrt(Abs(i)),0.109252225733446 - 0.137956824567584*sqrt(Abs(s - 0.527399037569385)) ; -r + sqrt(Abs(i))
273,0.902806790631414,B0 + B2*sqrt(Abs(B1 + s)) ; -i + 2*sqrt(Abs(i)),0.109255429355821 - 0.137963546343535*sqrt(Abs(s - 0.527396430603121)) ; -i + 2*sqrt(Abs(i))
274,0.9028067808867988,B0 + B2*sqrt(Abs(B1 + s)) ; r*Abs(i)**(5/4),0.109259423080227 - 0.137965725571931*sqrt(Abs(s - 0.52747696095225)) ; r*Abs(i)**(5/4)
275,0.9028067775383282,B0 + B2*sqrt(Abs(B1 + s)) ; r,0.109257050061551 - 0.137960829929557*sqrt(Abs(s - 0.527477731589077)) ; r
276,0.9027576046928958,B0*i ; B1 + i*r,0.284090672118295*i ; i*r + 0.00368601938969561
277,0.9026371404094754,B0*s*Abs(i)**(3/2) ; B1 + i*r - i,4.22353624257415*s*Abs(i)**(3/2) ; i*r - i + 0.0315084963930781
278,0.9025377762664418,B0*i ; B1 - 2*r,-0.0442740698254405*i ; 2.48572382735819 - 2*r
279,0.9025338037254824,B0 + B1*sqrt(Abs(i - s)) ; sqrt(Abs(r)),0.112675446364281 - 0.0971045326314695*sqrt(Abs(i - s)) ; sqrt(Abs(r))
280,0.9025332532185382,B0 - i*s ; B1*i + i*r,-i*s - 0.0114559334406738 ; i*r - 1.07297924075877*i
281,0.902514596525376,B0*i**2 ; B1 - r,0.0210475032596674*i**2 ; 1.72570774806495 - r
282,0.9024064416187318,B0*i ; B1 - r**2 + r,-0.0971830201451717*i ; -r**2 + r + 0.000951935381544321
283,0.9022733631019256,s*sqrt(Abs(B0 + B1*i)) ; B2 + B3*sqrt(Abs(i)) - i,s*sqrt(Abs(0.000206892976803034*i - 0.000301252465577844)) ; -i - 1.73054643713982*sqrt(Abs(i)) + 1.11286771868016
284,0.9022364790120223,B0*s*sqrt(Abs(i)) ; B1*i - i*r,0.11263598416097*s*sqrt(Abs(i)) ; -i*r - 0.0560985933293666*i
285,0.9022158832123829,B0*sqrt(Abs(i))*Abs(s)**(3/2) ; B1*r + i,0.0594596597633504*sqrt(Abs(i))*Abs(s)**(3/2) ; i + 1.27605614526306*r
286,0.9021846928410077,B0*i ; i*sqrt(Abs(B1 + sqrt(Abs(r)))),0.427475481963212*i ; i*sqrt(Abs(sqrt(Abs(r)) - 0.253516511823426))
287,0.9021719394509776,B0*Abs(i)**(3/8) ; B1 + B2*r,0.0811895541801234*Abs(i)**(3/8) ; 0.0462362997103218 - 0.0307055875693819*r
288,0.9020887684634913,-i*s**2 ; B0 + B1*i + B1*r,-i*s**2 ; 0.21006584716294*i + 0.21006584716294*r + 0.0187727253806302
289,0.9020838253983214,B0*i*s ; B1 + B2*sqrt(Abs(i)) - r,0.265755892752198*i*s ; -r + 0.12428686884834*sqrt(Abs(i)) - 0.0555767466742091
290,0.902063747426014,B0*i*s ; i*sqrt(Abs(B1*r + B2)),0.405686901520918*i*s ; i*sqrt(Abs(0.0228269231341232*r - 0.0151119220437474))
291,0.9020419571159415,B0 + B1*i ; B2*sqrt(Abs(i - r)),0.000432264128623935*i + 0.0442477155524645 ; 0.437313267552769*sqrt(Abs(i - r))
292,0.9019480301077502,B0*i + B1*s ; B2 + sqrt(Abs(B3 + i)),0.864590520010644*i + 0.00916662052842635*s ; sqrt(Abs(i + 0.237294948100659)) - 0.488101523670651
293,0.901935562215453,B0 + B2*sqrt(Abs(B1 + s)) ; -i + sqrt(Abs(i)),8.44798762302361*sqrt(Abs(s + 2.65609345107182)) - 13.7206956129324 ; -i + sqrt(Abs(i))
294,0.901935560979502,B0 + B2*sqrt(Abs(B1 + s)) ; B5*sqrt(Abs(B3*r + B4)),8.44879076706088*sqrt(Abs(s + 2.65662500279889)) - 13.7232249385091 ; 0.514518917285892*sqrt(Abs(0.260636264086637*r + 0.01196425773301))
295,0.9019355577412944,B0 + B2*sqrt(Abs(B1 + s)) ; B3*i + sqrt(Abs(i)),8.45092608761993*sqrt(Abs(s + 2.65806534229721)) - 13.729976747786 ; 34.5793708416184*i + sqrt(Abs(i))
296,0.901877448039161,B0*i*s ; B1 + B2*i + B2*r,0.232036290961306*i*s ; 0.0334633030238731*i + 0.0334633030238731*r - 0.00962520116516499
297,0.9018415338217257,B0*i*s ; B1 + B3*sqrt(Abs(B2 + r)),0.0638306464719879*i*s ; -0.159633309805655*sqrt(Abs(r + 0.451362745900198)) - 0.0358439457048194
298,0.9018196666808084,B0 + B1*i*s ; B2 + i + sqrt(Abs(B3 + r)),0.492787306861024*i*s + 0.00831782336004619 ; i + sqrt(Abs(r - 0.611345975158473)) - 0.77081942831702
299,0.9017876023665562,i*Abs(s)**(1/4) ; B0 + B1*i,i*Abs(s)**(1/4) ; 3.4290229928273*i - 0.0996232059461064
300,0.9017324982634284,i*sqrt(Abs(B0 + B1*i)) ; B2 + B3*i,i*sqrt(Abs(0.0081393935905491*i - 0.0117419846780584)) ; 0.0394170718956893*i - 0.0542358592255096
301,0.9017300438540125,B0 + B1*i*s ; sqrt(Abs(B2 + 2*i - r)),-0.00114390748837566*i*s + 0.012737703244297 ; sqrt(Abs(2*i - r + 0.927999921866521))
302,0.9016277219680223,B0*i*s ; B1 + 2*i,-0.431499518240264*i*s ; 2*i + 0.280216295383398
303,0.9016068439846255,B0 + B1*i ; B2 + B3*i,0.0618618817189822 - 0.749382060506435*i ; 0.059578399082992 - 0.72786168805092*i
304,0.9015677336662198,B0 + B1*i ; -r + sqrt(Abs(i)),0.0457573535381327 - 0.085694289091664*i ; -r + sqrt(Abs(i))
305,0.9014640020936372,B0*i*s ; B1 - i + sqrt(Abs(r)),0.000656525805739795*i*s ; -i + sqrt(Abs(r)) - 2.95723651794368
306,0.9014349945470752,B0 + B1*i*s ; B2 - i + r,0.000719601078936658*i*s + 0.0167810793965882 ; -i + r + 0.028061757002254
307,0.901380528615508,B0 + B1*sqrt(Abs(i - s)) ; B2 + sqrt(Abs(i)),0.109245724663118 - 0.131318140883517*sqrt(Abs(i - s)) ; sqrt(Abs(i)) - 0.710867394845028
308,0.9013545041812108,B0*i*s + B0*s ; B1 - sqrt(Abs(i - sqrt(Abs(r)))),0.00139139717647761*i*s + 0.00139139717647761*s ; -sqrt(Abs(i - sqrt(Abs(r)))) - 2.0713745649613
309,0.9013359167934396,B0*i*s ; B1 + sqrt(Abs(B2 + i + r)),-0.0219779829866562*i*s ; sqrt(Abs(i + r + 0.129595757554952)) - 0.0608979533336366
310,0.9011665110186773,B0 + i ; i,i - 0.000277135707478717 ; i
311,0.9011048739680186,B0*i + B1*s ; sqrt(Abs(B2*r + B3)),-0.0105553733251518*i + 2.72306741056717*s ; sqrt(Abs(2.36964763753424*r - 2.57371840338876))
312,0.9010842602233469,B0*i*s + B0*s ; B1 + sqrt(Abs(i)),-0.00135649423841101*i*s - 0.00135649423841101*s ; sqrt(Abs(i)) + 1.79136165699328
313,0.9009926083369955,B0*i + B1*s ; B2 + B3*i,0.556401421812546*i + 0.013549663071456*s ; 0.670888407090883*i - 0.00126687107970155
314,0.9009560993385933,B0*s*Abs(i)**(3/2) ; i + sqrt(Abs(B1 + i - r)),0.0644898389705416*s*Abs(i)**(3/2) ; i + sqrt(Abs(i - r + 0.720386310538455))
315,0.9009367780697962,B0 + B2*sqrt(Abs(B1 + s)) ; B3 - r + sqrt(Abs(i)),0.105626932718941 - 0.131998885363319*sqrt(Abs(s - 0.518537315610277)) ; -r + sqrt(Abs(i)) + 0.00208230456799667
316,0.9008745983636873,B0*Abs(i)**(5/4) ; B1*i + i*r,1.01110826599326*Abs(i)**(5/4) ; i*r + 0.260631208455915*i
317,0.9008275838694584,B0*s*Abs(i)**(3/2) ; B1 - i**2,3.35488449914584*s*Abs(i)**(3/2) ; 0.0551293095316735 - i**2
318,0.9008244007471092,B0*i*s**2 ; B1 - i - sqrt(Abs(i)),-0.242413972516774*i*s**2 ; -i - sqrt(Abs(i)) + 0.326947820740585
319,0.9007894045717241,B0*i + B1*s ; B2*i + B3*r,0.575795769570786*i + 0.0136154667407429*s ; 0.684050725262275*i - 0.000586142535044532*r
320,0.9007755071546388,s*sqrt(Abs(B0 + B1*i)) ; sqrt(Abs(B2 + r)),s*sqrt(Abs(0.000309586952115645*i + 0.000115430654703777)) ; sqrt(Abs(r - 0.000334139844621443))
321,0.9006150977676455,B1*s*sqrt(Abs(B0 + i)) ; B2 + r,0.0141747450027766*s*sqrt(Abs(i + 3.64801219641665)) ; r - 0.000905738828786636
322,0.9005971030197844,B0*i*s ; B1 - sqrt(Abs(i))*sqrt(Abs(r)),0.000916164294706601*i*s ; -sqrt(Abs(i))*sqrt(Abs(r)) - 0.0167596415642651
323,0.9005928983180591,B0*i*s ; B1 - 2*i - r,0.00091596220114722*i*s ; -2*i - r + 0.0164087905575278
324,0.9005607801299702,B0*i*s + B0*i ; B1 + B2*sqrt(Abs(i)),0.495396142394622*i*s + 0.495396142394622*i ; 0.267279924050713*sqrt(Abs(i)) - 0.021723725345473
325,0.9004426567467411,B0 + B1*s*sqrt(Abs(i)) ; sqrt(Abs(i)),0.0177157776878825*s*sqrt(Abs(i)) - 0.00269315238261229 ; sqrt(Abs(i))
326,0.9003905765495082,B0*i + B1*s ; B2 + i,0.880755027204975*i + 0.00903126977702409*s ; i - 0.000833321465427353
327,0.9002089161881555,B0*i + B1*s ; B2*r + i,0.886258584743081*i + 0.00935778310915925*s ; i - 0.000508171920735047*r
328,0.9001364205971304,B0*i + B1*s ; sqrt(Abs(i - r)),-0.0111177531127281*i + 2.72444714321889*s ; sqrt(Abs(i - r))
329,0.9000942276214031,B0*i + B1*s ; i,0.890636061265178*i + 0.00894597972723267*s ; i
330,0.90004203703606,B0*s*Abs(i)**(5/4) ; Abs(i + r)**(1/4),0.0117948220331412*s*Abs(i)**(5/4) ; Abs(i + r)**(1/4)
331,0.8999667705991206,B0*i*sqrt(Abs(s)) ; B1 + sqrt(Abs(B2 + i)),0.325006988192457*i*sqrt(Abs(s)) ; sqrt(Abs(i + 0.420127380062399)) - 0.711622318378912
332,0.8999442260405116,B0 + B1*i ; B2*i - i**2,0.0423782713568098 - 0.000401254862971238*i ; -i**2 + 0.339818339067457*i
333,0.8999304651424279,B0*s*sqrt(Abs(i)) ; -2*i + r,0.00615804376913742*s*sqrt(Abs(i)) ; -2*i + r
334,0.8998417060108421,B0*i*s + B0*s ; Abs(i)**(1/4),-0.00667222378505607*i*s - 0.00667222378505607*s ; Abs(i)**(1/4)
335,0.8998052334780571,Abs(i)**(3/2) ; B0 + B1*sqrt(Abs(r)),Abs(i)**(3/2) ; 0.100596544360554 - 0.0896751609660021*sqrt(Abs(r))
336,0.8997106810975826,B1*sqrt(Abs(B0 + i)) ; B2*i + i*sqrt(Abs(r)),0.0881580299222221*sqrt(Abs(i - 0.00487384698232774)) ; i*sqrt(Abs(r)) - 0.0529579849039735*i
337,0.8997076602851274,B0*s*sqrt(Abs(i + s)) ; i + r + sqrt(2)*sqrt(Abs(i)),0.0117614541632087*s*sqrt(Abs(i + s)) ; i + r + sqrt(2)*sqrt(Abs(i))
338,0.899701150927412,B0*i + i**2 ; B1 + B2*r,i**2 + 0.119705717111175*i ; 0.0926969171271233 - 0.0727389349185453*r
339,0.8996777558876003,B0*i*s ; B1*i**2*sqrt(Abs(r)),0.29848477199962*i*s ; 2.14592265162754*i**2*sqrt(Abs(r))
340,0.8996777500365201,B0*i*s ; r**3*sqrt(Abs(i)),0.298541043286058*i*s ; r**3*sqrt(Abs(i))
341,0.8995792531346167,B0*i ; B1 + B2*sqrt(Abs(r)) - r,-0.146894912493058*i ; -r + 1.30949443457268*sqrt(Abs(r)) - 0.304128594407566
342,0.8994792441352156,B1*sqrt(Abs(B0 + i)) ; B2 + i + r,0.00470714486753767*sqrt(Abs(i + 100.112607030787)) ; i + r + 2.79401567290147
343,0.8992085478166378,B0*sqrt(Abs(i)) + B1*i ; B2*r + i,0.109167450235323*i + 0.157258528653629*sqrt(Abs(i)) ; i + 0.675181218471965*r
344,0.899207584839948,B0*s*sqrt(Abs(i)) ; B1 + i,0.422129120559835*s*sqrt(Abs(i)) ; i + 0.0614402549113488
345,0.8991626872102679,i*s**2 ; B0 + B1*sqrt(Abs(i)) - r,i*s**2 ; -r + 0.775862276144611*sqrt(Abs(i)) - 0.0614046328252051
346,0.8991252251116029,s*sqrt(Abs(B0*s + B1)) ; r*sqrt(Abs(i)) - 2*r,s*sqrt(Abs(0.0230752322095599*s - 0.0223812179922463)) ; r*sqrt(Abs(i)) - 2*r
347,0.8991027787567508,B1*s*sqrt(Abs(B0 + i)) ; r,0.149290985610113*s*sqrt(Abs(i - 0.0297350048768177)) ; r
348,0.8991008000101343,B0*s*sqrt(Abs(i)) ; B1 + B2*sqrt(Abs(i)) - r,0.18200421397335*s*sqrt(Abs(i)) ; -r + 0.00307979396579603*sqrt(Abs(i)) + 0.0734431808075502
349,0.8991006933873605,sqrt(Abs(B0*i + B1)) ; B2 - i - r,sqrt(Abs(1.92362334612176e-5*i - 0.00192270866853214)) ; -i - r - 2.2391446476053
350,0.8990995284224802,s*sqrt(Abs(B0 + B1*s)) ; B2*i*r**2,s*sqrt(Abs(0.0222465314602502*s - 0.021585427660177)) ; 0.000116117158359548*i*r**2
351,0.8990950620485912,s*sqrt(Abs(B0 + B1*s)) ; B2 + i + sqrt(Abs(i + r)),s*sqrt(Abs(0.0221930230249343*s - 0.0215340228318299)) ; i + sqrt(Abs(i + r)) + 0.800123475144781
352,0.8990818129021944,B0*s*Abs(i)**(3/2) ; B1 + r,8.96781636806295e-5*s*Abs(i)**(3/2) ; r + 0.0272128721568419
353,0.8990628906351875,s*sqrt(Abs(B0 + B1*s)) ; sqrt(Abs(r)),s*sqrt(Abs(0.0234004919964262*s - 0.0226083838594762)) ; sqrt(Abs(r))
354,0.8990628814375876,B1*s*sqrt(Abs(B0 - i)) ; r,0.152863444101851*s*sqrt(Abs(i - 0.0338305565670655)) ; r
355,0.8990623957739822,s*sqrt(Abs(B0 + B1*i)) ; Abs(r)**(1/4),s*sqrt(Abs(0.023283195516354*i - 0.000786535373371389)) ; Abs(r)**(1/4)
356,0.8990435213020459,B0*i ; B1 + i*r - i,-0.0977755267200757*i ; i*r - i + 0.0197759544158774
357,0.8989623387701906,B0 + B2*sqrt(Abs(B1 - i)) ; B3*sqrt(Abs(i)),0.0820748710926048 - 0.00946606760577445*sqrt(Abs(i - 28.5274220820097)) ; -0.776110729569938*sqrt(Abs(i))
358,0.8987287134674568,B0*s + B0*sqrt(Abs(i)) ; B1 + i*r,0.0341788466143709*s + 0.0341788466143709*sqrt(Abs(i)) ; i*r + 1.37269108401228e-5
359,0.898484056765011,B0 + B1*s ; B2 + i,0.0406468598016831*s + 0.00982352751196748 ; i + 0.0456710366191791
360,0.8984840567162804,B0 + B1*s ; B2 + B3*i,0.0406466198228434*s + 0.00982472739644499 ; 0.651877370601032*i + 0.0235731814295864
361,0.8984840566200305,B0 + B1*s ; B2*sqrt(Abs(i)),0.0406450045039196*s + 0.00982227858603428 ; 18.7208236924719*sqrt(Abs(i))
362,0.8984840566181864,B0 + B1*s ; B2*i**2,0.0406452187044458*s + 0.0098220577815457 ; 0.0433412219358508*i**2
363,0.8984840565231741,B0 + B1*i ; B2*i*r,0.0504686056038807 - 0.0406485714797745*i ; 0.0665899894973189*i*r
364,0.8984840565159378,B0 + B1*s ; sqrt(Abs(B2 - i)),0.0406461468112713*s + 0.00982068176344552 ; sqrt(Abs(i - 0.0108688315533318))
365,0.898484056386582,B0 + B1*s ; B2 + sqrt(Abs(r)),0.0406487387812276*s + 0.00981922805631455 ; sqrt(Abs(r)) + 0.0010669452119976
366,0.8984840563585904,B0 + B1*s ; B2*Abs(r)**(3/2),0.0406460489429913*s + 0.00982737089126636 ; 0.00988982016586226*Abs(r)**(3/2)
367,0.8984840563507964,B0 + B1*s ; B2 - i,2.72355690665216*s + 0.658239663499023 ; 3.55180113090688 - i
368,0.8984840563359623,B0 + B1*s ; B2 + sqrt(Abs(i)),0.0406421655564436*s + 0.00982658124677368 ; sqrt(Abs(i)) + 0.390791447230666
369,0.8984840562797655,B0 + B1*s ; B2 + i - r,0.0406418352170751*s + 0.00982368108944641 ; i - r + 0.0342083206345727
370,0.8984840561829842,B0 + B1*s ; B2*sqrt(Abs(r)),0.0406413334131273*s + 0.00982375889170932 ; 0.00177612857950527*sqrt(Abs(r))
371,0.8984840561600952,B0 + B1*s ; B2*r + i,0.0406492033568165*s + 0.00981815447749506 ; i + 32.9306751718457*r
372,0.8984840561550187,B0 + B1*s ; B2 + i*r,0.0406470574497648*s + 0.00982790256314535 ; i*r + 0.00234063310688658
373,0.8984840561351561,B0 + B1*s ; sqrt(Abs(B2 + i)),0.0406516128406993*s + 0.00982466700772314 ; sqrt(Abs(i + 0.000221772940204317))
374,0.89848405605342,B0 + B1*s ; B2 - 2*i,0.0406402940824606*s + 0.00982577661035569 ; 0.00255155748383657 - 2*i
375,0.8984840560276981,B0 + B1*s ; sqrt(Abs(B2 + r)),0.0406443209718318*s + 0.00982899483311017 ; sqrt(Abs(r + 3.46500127651449))
376,0.8984840558967729,B0 + B1*s ; B2 + r,0.0406435013860759*s + 0.00982948897722754 ; r + 0.00717838452320359
377,0.8984840554125303,B0 + B1*s ; B2 - i + r,0.04065372692472*s + 0.00981613093453663 ; -i + r + 0.00122858931606649
378,0.8984840551219537,B0 + B1*s ; B2*r**2,0.0406566943453041*s + 0.00982151068455903 ; 13.9314909311651*r**2
379,0.8984840538117266,B0 + B1*s ; B2 + i + r,0.0406604315762546*s + 0.0098183625695813 ; i + r + 0.000472105504359689
380,0.8984840534440619,B0 + B1*s ; B2*r,2.72355003169206*s + 0.657490076988848 ; 0.495074165025019*r
381,0.8984840533236501,B0 + B1*s ; B2 - r,0.0406550671985754*s + 0.00982940395408626 ; 0.00118376981703501 - r
382,0.8984840531518969,B0 + B1*i ; B2*Abs(r)**(1/4),0.0504568921688952 - 0.0406334957407627*i ; 0.248530534470582*Abs(r)**(1/4)
383,0.8984840530074499,B0 + B1*i ; B2*r**2,0.050483909056434 - 0.040651058471429*i ; 0.37369300291574*r**2
384,0.898484052940415,B0 + B1*s ; B2 + Abs(r)**(3/4),0.0406574480498201*s + 0.00981088057070393 ; Abs(r)**(3/4) + 0.000246016834749219
385,0.8984840527354222,B0 + B1*s ; B2*Abs(i)**(3/2),0.0406626991512307*s + 0.00981762541790715 ; 0.173113875310134*Abs(i)**(3/2)
