rank,reward,equations,equations_with_constants
138,0.8574151584230232,B0*i*s + i**2 ; B1*i + B2*i**2,i**2 + 0.153442665101694*i*s ; 1.14355299135545*i**2 - 0.099986831181749*i
139,0.857038476794165,B0 + B1*sqrt(Abs(i)) + B2*i*s ; B3*i + B3*sqrt(Abs(B4*r + i*r)),0.466580406287665*i*s - 0.10054267164817*sqrt(Abs(i)) + 0.0171637894676855 ; 0.0392158912687681*i + 0.0392158912687681*sqrt(Abs(i*r - 0.0694621026541803*r))
140,0.8565984309461698,i ; B0*i + i*sqrt(Abs(B1 + Abs(r)**(1/4))),i ; i*sqrt(Abs(r)**(1/4) + 1.13807369199921) - 0.580792755513495*i
141,0.8565958901368128,B0*s**2 + B2*s*sqrt(Abs(B1 + s)) ; B3 + B4*i,-0.587587727572276*s**2 + 0.57136709185178*s*sqrt(Abs(s + 0.0619208598049254)) ; 0.1041331298779*i - 0.000166403999325907
142,0.8565814299230889,B0 + B1*s + B2*i*s ; B3*i + B4*i**2 + B4*i*r,0.395669399632542*i*s - 0.000237060162784379*s + 5.95027928304822e-5 ; 0.00553294571181335*i**2 + 0.00553294571181335*i*r + 0.0966850520451563*i
143,0.8565745681479741,s*sqrt(Abs(B0*i**2 + B1*i*s)) ; B2*i + B3*i**2,s*sqrt(Abs(0.161466796599913*i**2 - 0.00020016072768676*i*s)) ; -0.00275090829477192*i**2 + 0.101585578438826*i
144,0.856572807397125,s*sqrt(Abs(B0*i**2 + B1*i*s)) ; B2*i + B3*i**2 + B3*i*r,s*sqrt(Abs(0.158344661758323*i**2 - 0.000175164030761822*i*s)) ; 0.00332810582013534*i**2 + 0.00332810582013534*i*r + 0.0982617969355438*i
145,0.8565711975815696,s*sqrt(Abs(B0*i**2 + B1*i)) ; B2*i + B3*i**2 + B3*i*r,s*sqrt(Abs(0.158442563220572*i**2 - 0.000170943654923048*i)) ; 0.00340187959305743*i**2 + 0.00340187959305743*i*r + 0.0981889256363113*i
146,0.8565658397966344,B0*i*s + B1*s*sqrt(Abs(i + s)) ; B2 + B3*i,0.402883452603042*i*s - 0.00035165847531943*s*sqrt(Abs(i + s)) ; 0.100867605409779*i - 1.15126884269772e-5
147,0.8565597231422248,B0*i*s + B1*i*sqrt(Abs(i + s)) ; B2 + B3*i,0.389805289700481*i*s + 0.00691659440833925*i*sqrt(Abs(i + s)) ; 0.101762364993264*i - 5.91528798068487e-5
148,0.8565168650787895,B0*i**2 + B1*i*sqrt(Abs(i + s)) ; B2 + B3*i,-0.287735840410744*i**2 - 0.253417740966677*i*sqrt(Abs(i + s)) ; 1.00122033516107e-5 - 0.546624363944596*i
149,0.8561404943601812,B0*i + i*s + Abs(i)**(5/2) ; B1*i + B2*i*Abs(r)**(3/2),i*s - 0.623319871576375*i + Abs(i)**(5/2) ; -0.111196255092155*i*Abs(r)**(3/2) + 0.0535328269405129*i
150,0.855774132137527,B0*s**2 + B1*s*sqrt(Abs(i + s)) ; B2 + B3*i,-0.319229923874634*s**2 + 0.321558801100315*s*sqrt(Abs(i + s)) ; 0.10426228498634*i - 0.000234013734013119
151,0.8553825210948229,B0*i + B1*i**2 ; i*sqrt(Abs(B2 - 2*i + r)),0.148525163216341*i**2 - 1.0258239311584*i ; i*sqrt(Abs(-2*i + r + 3.40910199617198))
152,0.8549324071333105,B0*sqrt(Abs(i)) + B1*i*s + B1*i ; B2*i + B2*sqrt(Abs(i)) + B3*r,0.121474336166507*i*s + 0.121474336166507*i + 0.148242922535341*sqrt(Abs(i)) ; 0.107216481287284*i + 0.000503675278062434*r + 0.107216481287284*sqrt(Abs(i))
153,0.8546137329844808,B0*sqrt(Abs(i)) + B1*i*s + B1*i ; B2*sqrt(Abs(i)) + B3*i,0.184051718606135*i*s + 0.184051718606135*i + 0.0427269721484736*sqrt(Abs(i)) ; 0.181950095323152*i + 0.0183520558632616*sqrt(Abs(i))
154,0.8543597014852768,B0*sqrt(Abs(i)) + B1*i*s + B1*i ; B2*i,0.197429033421609*i*s + 0.197429033421609*i + 0.0218201662925728*sqrt(Abs(i)) ; 0.201845831227695*i
155,0.8539889838088931,B0 + B1*i + B2*s ; B3 + B4*i*r,0.177665607523021*i + 2.37486693314203e-6*s + 1.24821732578121 ; 0.00855445650708351*i*r + 1.23852915773598
156,0.8534115054854919,B0*i*s + i**2 ; B1 + B2*i + B3*i**2,i**2 - 0.0462051468605984*i*s ; 0.0182549045874288*i**2 + 2.78880358659545*i + 0.0236560168246508
157,0.8532610187071913,B0 + B1*i + B2*sqrt(Abs(s)) + B3*s ; B4 + B5*i,17.3836538771445*i + 0.00241445524813643*s + 0.025130651483276*sqrt(Abs(s)) + 0.298153215879415 ; 17.4592881969937*i + 0.308467915657162
158,0.8526293681191449,B0 + B1*i + B2*s ; B3 + B4*r - r**2,-41.7611002135056*i - 39.0585199989674*s + 33.4973138612033 ; -r**2 + 0.0816203135725347*r + 0.00842260582756711
159,0.8526051801971978,B0*s + B1*s**2 ; i*sqrt(Abs(B2 + 2*i + r)),0.0186748073704064*s**2 - 0.0553078721742555*s ; i*sqrt(Abs(2*i + r + 8.6942199019033))
160,0.8521130809341956,B0*Abs(i)**(3/2) + i**2 ; B1*i**2 + B2*i*r,i**2 + 1.55368370401578*Abs(i)**(3/2) ; 3.16695013631105*i**2 + 0.0392978975665848*i*r
161,0.8517244455596705,B0*i ; B1*i + i*r,-0.154459982023136*i ; i*r + 2.69246007335211*i
162,0.8509495039224654,B0*i*s + B1*i*s**2 ; B2 + B3*sqrt(Abs(i)),-0.00168813781932849*i*s**2 - 0.138307387116002*i*s ; 0.0163269765050165 - 0.176212133981232*sqrt(Abs(i))
163,0.8509493037166935,B0*i + B0*s**2 ; B1 + B2*i + B3*r,-0.159925275171606*i - 0.159925275171606*s**2 ; -0.487354866773249*i - 3.22713870542102*r + 3.7711170429937
164,0.8507591296747173,B0*i*s + B0*i*sqrt(Abs(s)) ; B2*sqrt(Abs(B1 + 3*i)),-0.0990474925164257*i*s - 0.0990474925164257*i*sqrt(Abs(s)) ; -0.120267609406648*sqrt(Abs(3*i - 0.0870908616666783))
165,0.8495365112281817,B0 + B2*sqrt(Abs(B1 + sqrt(Abs(s)))) ; B3*i,14.2583786250536 - 2.08125425740186*sqrt(sqrt(Abs(s)) + 45.7364477529566) ; 0.238362178665559*i
166,0.8494714627227667,B0*i*s + i**2*s**2 ; B1 + B2*i + B3*i*r,i**2*s**2 + 0.33243869591386*i*s ; -0.0298161226386648*i*r + 0.115294403015244*i + 0.000128657872495466
167,0.8490785928295895,B0 + B2*sqrt(Abs(B1 + sqrt(Abs(s)))) ; B3 + i,2.2631276552601 - 0.260202989947751*sqrt(Abs(sqrt(Abs(s)) - 5.58880218807863)) ; i + 1.70865826537374
168,0.8481327076443681,B0*i + B1*i*sqrt(Abs(s)) ; B2*i + B3*i**2 + B4*i*r,-0.0458491987341174*i*sqrt(Abs(s)) + 3.37055045352668*i ; 0.282541503162416*i**2 + 0.00504177715120089*i*r + 3.05518058238082*i
169,0.8481208240720269,B0 + B1*i ; Abs(B3 + sqrt(Abs(B2 + r)))**(1/4),3.19478850101916 - 0.0786747425462425*i ; (sqrt(Abs(r - 33.6190051906392)) + 96.1222312745757)**(1/4)
170,0.8480628487499848,B0*i*s**2 ; B2*sqrt(Abs(B1 + 2*i)),0.51162978895619*i*s**2 ; 0.0298286133577386*sqrt(Abs(2*i - 0.0382241115072445))
171,0.8480022893535047,B0*s + B1*s**2 + B2*i*s ; B3*i,0.400456640788361*i*s - 0.00180453881391624*s**2 + 0.00148059738795186*s ; 0.100896125466873*i
172,0.8479972601981507,B0*i + B1*i**2 + B2*i*s ; B3*i + B3*r,-74.4533302217182*i**2 - 74.0660929876689*i*s + 74.3611483752746*i ; -0.000546489789374512*i - 0.000546489789374512*r
173,0.8479967112559226,B0*i + B1*i**2 + B2*i*s ; B3 + B4*i,-0.179797428277189*i**2 + 0.2088466604925*i*s + 0.278338782781591*i ; 0.192155510032562*i - 4.93731918595541e-5
174,0.8479949483496099,B1*i*sqrt(Abs(B0 + s)) ; B2*i*r + B4*i*sqrt(Abs(B3 + sqrt(Abs(r)))),-0.0335300676879843*i*sqrt(Abs(s + 7.14435784289012)) ; -0.423999265091994*i*r - 0.143840859589237*i*sqrt(sqrt(Abs(r)) + 6.91793730082224)
175,0.8479932362191226,B0*i*s ; B1*i + B2*i**2 + B3*i*r,0.384433543510306*i*s ; 0.020000810149303*i**2 + 0.0139805823678308*i*r + 0.0884447433033964*i
176,0.8479932359407053,B0*i + B1*i**2 + B2*i*s ; B3*i + B4*i**2,-0.0736152453624488*i**2 + 0.309358320536158*i*s + 0.113631884113482*i ; 0.00748022712714046*i**2 + 0.12728096917128*i
177,0.8479915186214814,B0*i + B1*Abs(i)**(3/2) + B2*i*s ; B3*i,0.37819356577878*i*s + 0.0261205829526857*i - 0.0114952508274954*Abs(i)**(3/2) ; 0.106002633915939*i
178,0.8479912908870356,B1*i*sqrt(Abs(B0 + i)) ; B2*i + B3*i**2 + B4*i*r,0.127906123819755*i*sqrt(Abs(i + 4.9396509457099)) ; 0.554857313462789*i**2 + 0.13677167819436*i*r - 0.0138373014156788*i
179,0.8479887906988445,i ; B0*i + B1*i**2 + B2*i*r,i ; 0.431311787340709*i**2 + 0.0401140785130586*i*r + 0.703060908909117*i
180,0.8479887906988426,B0*i + B1*i**2 + B2*i*s ; i,-0.351083652130417*i**2 + 0.0401140778936425*i*s + 1.25602273564635*i ; i
181,0.8479887887012634,B0*i + B1*i**2 + B2*i*s ; B3*i,-0.297414906367006*i**2 + 0.0937829800872941*i*s + 0.630075296439276*i ; 0.427721431370211*i
182,0.8479811296192821,B1*i*sqrt(Abs(B0 - s)) ; B2*i + B3*i**2 + B4*i*r,0.0164042177173604*i*sqrt(Abs(s - 5.44991533504618)) ; 1.53686122914608*i**2 + 1.14135927745598*i*r - 0.284632869172561*i
183,0.8476111039058559,B0*i*s**2 + B1*i**2*s ; B2*i,0.586430986367138*i**2*s + 0.378640375436492*i*s**2 ; 0.0946212448606733*i
184,0.8470637170237275,B0*Abs(i)**(5/4) ; B1*i + B2*i**2 + B3*i*r,0.101129418772588*Abs(i)**(5/4) ; 1.00463623867213*i**2 + 0.537129085140984*i*r - 0.253047194888155*i
185,0.8467415950037795,B0*s + B1*s*sqrt(Abs(i)) ; B3*sqrt(Abs(B2 + 3*i + r)),0.152021535480352*s*sqrt(Abs(i)) + 0.0214876135295547*s ; 0.0364324697348339*sqrt(Abs(3*i + r - 1.01664979071085))
186,0.8464788236463062,B0 + i*s ; B1 + B2*i + B3*r,i*s + 0.0545184362558753 ; -0.121383246590295*i - 0.0220449024378382*r + 0.0764886049557082
187,0.8463339043491928,B0*i*s**2 + i**2*s**2 ; B1*i + B2*i**2,i**2*s**2 + 0.370948756026112*i*s**2 ; -0.0878043701243821*i**2 + 0.112468123870077*i
188,0.84614432660109,B0*i + B1*i*sqrt(Abs(i + s)) ; B2 + B3*i,-0.0457625083063311*i*sqrt(Abs(i + s)) - 9.81954723590776*i ; -10.1001110677898*i - 0.00347508680932584
189,0.8459427385659504,B0*i*s + B1*i*s**2 ; B2*sqrt(Abs(i)) + B3*r*sqrt(Abs(i)),0.228688645812503*i*s**2 + 0.517947852264949*i*s ; -0.064496068114368*r*sqrt(Abs(i)) + 0.0846925311007153*sqrt(Abs(i))
190,0.8458710682752043,B0*i + B1*s + B2*i*s ; B3*sqrt(Abs(i)),0.632122857957416*i*s - 0.176503204875065*i + 0.00118925600420148*s ; 0.0352864272609292*sqrt(Abs(i))
191,0.8453376061548753,B0*s + B1*s*sqrt(Abs(i + s)) ; B2 + B3*i,-1.06369389821492*s*sqrt(Abs(i + s)) + 1.08320376075696*s ; 0.107126544836899*i - 0.0006794413216159
192,0.8453328333116072,-i**2 + i ; B0*i + B1*i**2 + B2*i*r,-i**2 + i ; -0.533330843815721*i**2 + 0.0588513016565964*i*r + 0.692501273341923*i
193,0.8448085200950082,B0 + 2*i + 2*s ; B1*i + B2*i**2,2*i + 2*s - 1.98447017493239 ; 0.0462278515664194*i**2 - 0.0117968905919363*i
194,0.8446343235733612,B0 + B1*i + B1*s ; B2 + B3*sqrt(Abs(r)) + B4*r,-0.0566823601369403*i - 0.0566823601369403*s + 1.60979828233679 ; 0.0590829136094623*r - 0.0193173815793281*sqrt(Abs(r)) + 1.56406707433384
195,0.8443148114328685,B0*i ; i*r + i*sqrt(Abs(B1 + r)),-0.122147350301138*i ; i*r + i*sqrt(Abs(r + 7.43577811734538))
196,0.8435863533596129,B0*i*s + i**3*s**2 ; B1*i,i**3*s**2 + 0.379718038575601*i*s ; 0.101905652680517*i
197,0.8434349560519905,B0 + B1*sqrt(Abs(i)) ; B2*i + B3*i**2 + B4*i*r,0.0228365327410567*sqrt(Abs(i)) - 0.00114352944638036 ; 1.32801897013359*i**2 + 1.03406674684479*i*r - 0.257026740983084*i
198,0.8433361271721767,B0 + B1*s + B2*Abs(s)**(3/2) ; B3 + B4*r,0.167331833946047*s - 0.175343235613919*Abs(s)**(3/2) + 0.064621442618828 ; 0.072442143013519 - 0.0564628168921169*r
199,0.8431275824963538,B0 + B1*i + B2*s + B3*i*s ; B4*sqrt(Abs(i)),0.587078149988127*i*s - 0.131905373272359*i - 0.00387742174768737*s + 0.00573576507024726 ; 0.041284792191713*sqrt(Abs(i))
200,0.8426726798951328,B0*sqrt(Abs(i))*Abs(s)**(3/2) ; B1*i + B2*i**2 + B3*i*r,0.0102345013522529*sqrt(Abs(i))*Abs(s)**(3/2) ; 2.72242437547214*i**2 + 2.41250912347381*i*r - 0.322839706804312*i
201,0.8426387735657305,B0 + B1*sqrt(Abs(i + 2*s)) ; B2*sqrt(Abs(i)),0.142697618176308 - 0.0591037691318447*sqrt(Abs(i + 2*s)) ; 0.147630791707996*sqrt(Abs(i))
202,0.8423053012397526,s*sqrt(Abs(B0 + B1*i)) ; B2*i + B3*i**2 + B4*i*r,s*sqrt(Abs(0.0483297035744485*i - 0.00271807862825871)) ; -0.033582305203916*i**2 + 0.0281733831290557*i*r + 0.097129323137191*i
203,0.8419320938936952,B0*i*s**2 + B1*i**2*s ; B2*Abs(i)**(9/8),0.677958134899311*i**2*s + 0.346237433459146*i*s**2 ; 0.113624336042038*Abs(i)**(9/8)
204,0.8419129009750126,B0*sqrt(Abs(i)) + B1*s ; B2*i**2 + B3*i*r,0.00355718823213585*s + 0.0678198109496861*sqrt(Abs(i)) ; 0.125350833405887*i**2 + 0.261305673738972*i*r
205,0.8412422300910366,B0*s + B1*i*s ; B2 + B3*i + B3*sqrt(Abs(r)),0.234629099800652*i*s + 2.46033372515121*s ; 0.176451133226915*i + 0.176451133226915*sqrt(Abs(r)) - 0.176195162121667
206,0.8405627112325385,Abs(B0 + i)**(1/4) ; B1 + B2*i + B3*i*sqrt(Abs(r)),Abs(i - 0.900166763635409)**(1/4) ; 0.0976025986484264*i*sqrt(Abs(r)) - 0.709253026286222*i + 0.971901767154704
207,0.8405597360314416,i**2 ; B0*i + i*sqrt(Abs(B1*i + B2*r)),i**2 ; i*sqrt(Abs(2.16983494419095*i + 0.168683270025044*r)) - 0.599530431660831*i
208,0.8403163905863851,B0*i*sqrt(Abs(s)) ; B1*i**2 + B2*i*r,0.264753846437609*i*sqrt(Abs(s)) ; 0.271753791219898*i**2 + 0.0886496956175793*i*r
209,0.840062982740812,B0 + B1*i + B2*i**2 ; B3 - i - r,-0.0861995270439775*i**2 + 0.0222907664624521*i - 0.000290838868561618 ; -i - r + 0.0013260321310467
210,0.8399215708284572,B0*i + B1*sqrt(Abs(i))*sqrt(Abs(s)) ; B2 + B3*r,-0.088418717665464*i + 0.318245101789683*sqrt(Abs(i))*sqrt(Abs(s)) ; 0.04309034546725 - 0.0377214184995143*r
211,0.8398573817682744,B0 + B1*sqrt(Abs(s**3 + s**2)) ; B2 + B3*r + B4*sqrt(Abs(i + r)),2.08325486394888 - 0.0162440938150877*sqrt(Abs(s**3 + s**2)) ; -0.146800268929092*r + 0.413509942653701*sqrt(Abs(i + r)) + 1.79014442949606
212,0.8395268102083131,B0*s + B1*i*s ; B2*i + B3*i**2 + B4*i*sqrt(Abs(r)),0.403492376870155*i*s - 0.000258735872701062*s ; -0.00423341079525411*i**2 - 0.0013177384847566*i*sqrt(Abs(r)) + 0.102859161221687*i
213,0.8393362156942863,B0 + B1*i ; B2 + B3*i + B4*i*r,1.63921476264809*i + 1.06998138791843 ; 0.00724872707540857*i*r + 1.47191375306411*i + 1.06070599671247
214,0.8392812174675929,B0*s + B1*i*s**2 ; B2*i + B3*i**2 + B4*i*sqrt(Abs(r)),0.294840611618358*i*s**2 - 0.000301569748290062*s ; 0.11758787496106*i**2 + 0.16101637986703*i*sqrt(Abs(r)) - 0.0263970787625912*i
215,0.8392503997634447,B0 + B1*s + B2*s**2 ; B3*i + i*sqrt(Abs(i + sqrt(Abs(i)))),-0.0471335536716744*s**2 - 0.124594077695249*s + 0.186599878247714 ; i*sqrt(Abs(i + sqrt(Abs(i)))) - 0.365767700964623*i
216,0.8387728801020363,B0*i + B1*i*s ; B2*sqrt(Abs(i)),-0.237054860392676*i*s + 0.17995463130692*i ; -0.0889211762086498*sqrt(Abs(i))
217,0.8381922607435816,B0*s + B1*s**3 + B1*s**2 ; B2*i,-0.103973500257693*s**3 - 0.103973500257693*s**2 + 0.209547423108541*s ; 0.103776396229222*i
218,0.8381036262915226,B0*s + B1*i**2*s + B1*i*s ; B2*i + B3*i**2,0.299489486669126*i**2*s + 0.299489486669126*i*s + 0.00392799312757836*s ; 0.015822591360332*i**2 + 0.096182965300152*i
219,0.8380494134507227,B0*i + i*s + Abs(i)**(5/4) ; B1*i + B2*i**2,i*s - 1.1938903731954*i + Abs(i)**(5/4) ; 0.17726633437074*i**2 - 0.0118208382846299*i
220,0.8378470431551498,B0*s + B1*s**2 ; B2*i - i**2 + Abs(i)**(3/2),-0.265372977582868*s**2 + 0.268882856904618*s ; -i**2 - 0.129406059490791*i + Abs(i)**(3/2)
221,0.8378128757370544,B0*s + B1*sqrt(Abs(i))*sqrt(Abs(s)) ; B2*i + B3*i**2 + B4*i*sqrt(Abs(r)),-0.0120573207971824*s + 0.10792374110239*sqrt(Abs(i))*sqrt(Abs(s)) ; 0.299766287582602*i**2 + 0.225688903030579*i*sqrt(Abs(r)) - 0.0899564968829533*i
222,0.8375072586268563,B0 + B1*sqrt(Abs(i + s)) ; B2*sqrt(Abs(i)),0.147454987368267 - 0.0782017516185515*sqrt(Abs(i + s)) ; 0.163511920293826*sqrt(Abs(i))
223,0.8371149405552888,B0*i*Abs(s)**(3/2) ; B1*i + B2*i*r + B2*r,0.425752137337391*i*Abs(s)**(3/2) ; 0.00141461149408761*i*r + 0.084889267940558*i + 0.00141461149408761*r
224,0.8370688376929316,B0*i*s**2 ; B1 + B2*i + B3*r,0.871201368798891*i*s**2 ; 0.0507436713847613*i - 0.0142335276739205*r + 0.0144743549985658
225,0.8363077512278476,B0*s + B1*Abs(s)**(3/2) ; B2*i + B3*i**2 + B4*i*r,0.165090889987028*s - 0.16360609394557*Abs(s)**(3/2) ; 1.59995856286728*i**2 + 1.22443341293683*i*r - 0.281254751237874*i
226,0.8361080944717003,i ; B0*i + B1*i*sqrt(Abs(r)) + B2*i*r,i ; -0.0403115557295318*i*r + 0.272310305378548*i*sqrt(Abs(r)) + 0.6413444808251*i
227,0.8360742020813651,B0 + B1*sqrt(Abs(i)) + B2*s**2 ; B3 + B4*i*r,9.13360491889728e-5*s**2 + 0.217443909664062*sqrt(Abs(i)) - 0.241540778648379 ; -0.0970579140399881*i*r - 0.213558262146758
228,0.8360691758648299,B0 + B1*i**2*s + s ; B2*i + B3*i**2 + B4*i*sqrt(Abs(r)),0.695471031116518*i**2*s + s + 1.96628770286652 ; 0.0805755016297771*i**2 + 0.0205531642008414*i*sqrt(Abs(r)) + 0.0707123886354411*i
229,0.8356241653769063,B0*sqrt(Abs(i)) ; B1 + B2*i + B3*r + B4*i*r,0.188517122803975*sqrt(Abs(i)) ; 0.12784355559194*i*r + 0.114739804603882*i - 0.00127561119957068*r + 0.0203869442172068
230,0.835540792116229,B0*s + i*s ; B1 + B2*r,i*s + 0.0328005489767026*s ; 0.0512880606321802 - 0.0494097470889921*r
231,0.8355027584541203,B0*sqrt(Abs(s)) ; B1*i + i**2 + i*r,0.011504290512791*sqrt(Abs(s)) ; i**2 + i*r - 0.191374247344159*i
232,0.8354669238294904,B0*i + i*s ; B1 + B2*i + B3*r,i*s - 0.264366343524745*i ; 0.0396353144933599*i - 0.0153803444121788*r + 0.0128258601756581
233,0.8348421215134592,B0 + B1*sqrt(Abs(i))*sqrt(Abs(s)) ; B2*i + B3*i*r,0.0947177876556953*sqrt(Abs(i))*sqrt(Abs(s)) + 0.00039975228887714 ; 0.154957236052746*i*r + 0.0478630536499877*i
234,0.8347535419851551,s*sqrt(Abs(B0*i**2 + i**3)) ; B1*i + B2*i**2 + B2*i*r,s*sqrt(Abs(i**3 + 0.22029435353288*i**2)) ; -0.179490022324936*i**2 - 0.179490022324936*i*r + 0.254651417525782*i
235,0.8344999866638948,B0*i + B1*i*Abs(s)**(3/2) ; B2*i,0.420401493124463*i*Abs(s)**(3/2) + 0.0174914111154051*i ; 0.0951345679954838*i
236,0.8341111825061881,B0*s + B1*i*s ; B2 + B3*r,0.772739890145261*i*s + 0.0368776446850491*s ; 0.0498335781425684 - 0.047696643671853*r
237,0.8338424607900267,B0*i + B1*sqrt(Abs(i))*sqrt(Abs(s)) ; B2*i + i*r,-0.00427771616073382*i - 0.0143938402957716*sqrt(Abs(i))*sqrt(Abs(s)) ; i*r + 2.85222110884341*i
238,0.83281889807123,B0 + B1*i + B2*i**2 + B3*s ; B4*i + B5*r,-0.0186772099214989*i**2 - 1.76622132733341*i - 0.00475370212349094*s + 28.3960357428717 ; 0.534313309174941*i + 0.00779221435589351*r
239,0.8327494142505848,B0 + B1*i + B1*s ; i*r + i*sqrt(Abs(B2 + r)),-0.0104133873668539*i - 0.0104133873668539*s + 0.00582866057368527 ; i*r + i*sqrt(Abs(r + 8.17890644396685))
240,0.8323548828329087,B0*s ; B1*i + i**2 + i*r,0.0123138500747599*s ; i**2 + i*r - 0.191915676715565*i
241,0.832227807411505,B0*s + B1*i*s - i**2*s ; B2 + B3*i,-i**2*s + 0.756338845900352*i*s - 0.0115477937992286*s ; 0.101628277498*i + 7.49732070936374e-5
242,0.8320894937284388,B0 + B1*i ; B2 + B3*i**2 + B3*i*r,0.170870946858554*i + 0.102905148354687 ; 0.07350201210715*i**2 + 0.07350201210715*i*r + 0.0938373828551445
243,0.8314395494062489,B0 + 2*i**2*s ; B2*Abs(B1 - 2*i + r)**(1/4),2*i**2*s + 0.0431225749618677 ; 0.0297911816550542*Abs(-2*i + r + 2.18618386795207)**(1/4)
244,0.8313210969561383,B0*s + B1*i*s + i**2*s ; B2*i,i**2*s + 0.0424876374836374*i*s + 0.0187026163002914*s ; 0.100865802067216*i
245,0.8311248138673689,B0*s + B1*i*s + B2*i*s**2 ; B3 + B4*i,-0.00216314593630088*i*s**2 + 0.403975157322194*i*s - 0.000308553162877273*s ; 0.100904597053963*i - 1.83250932161278e-5
246,0.8311175625108527,B0*i + B1*i**3 + B2*i*s ; B3*i + i*sqrt(Abs(B4 - i)),-0.0419867774320557*i**3 + 0.00840038617957688*i*s + 4.94269151074903*i ; i*sqrt(Abs(i + 1.67536400986593)) + 3.36088129040615*i
247,0.8311131975383306,B0*s + B0*sqrt(Abs(i))*sqrt(Abs(s)) ; B1*i + B2*i**2 + B3*i*r,0.00196472360400863*s + 0.00196472360400863*sqrt(Abs(i))*sqrt(Abs(s)) ; 4.25525900660227*i**2 + 3.94806791704682*i*r - 0.376775686755786*i
248,0.8308387635561398,B0*sqrt(Abs(i)) + B1*i*s ; B2*i + i*r + Abs(i)**(3/2),-0.0374305096674245*i*s + 0.0384874318916875*sqrt(Abs(i)) ; i*r - 0.416692446855866*i + Abs(i)**(3/2)
249,0.8307692209425883,B0 + B2*sqrt(Abs(B1 + i + s)) ; B3*sqrt(Abs(i)),0.115517832923609 - 0.0726816747470433*sqrt(Abs(i + s - 0.323023476140676)) ; 0.122799542792321*sqrt(Abs(i))
250,0.8306509358646356,B0*s**2 + i*s ; B1 + B2*r,i*s + 0.035168075841383*s**2 ; 0.0508444436445013 - 0.0488937976286303*r
251,0.8303854437569497,B0*s + B1*i*s ; B2*sqrt(Abs(i)),0.293454147119454*i*s + 0.0151895379600046*s ; 0.0484915581194845*sqrt(Abs(i))
252,0.8302938339214594,B0*s + B1*s**2 + B2*i*s**2 ; B3*i,0.204458498833329*i*s**2 - 0.200032515324082*s**2 + 0.198510905949138*s ; 0.103778366534026*i
253,0.8302756018440894,B0 + B1*i ; B2*i + B3*i*r,9.89098462941986*i + 0.00776794452844344 ; 0.00403490775657557*i*r + 9.75103903818497*i
254,0.8301981211383397,B0*s**2 + B1*s**3 ; B2*i,-0.542682609169654*s**3 + 0.533712578062407*s**2 ; 0.0973570464674744*i
255,0.8301787618264956,s*sqrt(Abs(B0*s + B1*i)) + s ; B2 + B3*i,s*sqrt(Abs(4.63465083112242*i + 1.7954984808365*s)) + s ; 0.0549211347419078*i + 0.00166082486524507
256,0.829798758749877,s*sqrt(Abs(i + sqrt(Abs(B0 - i + s)))) ; B1 + B2*sqrt(Abs(i)),s*sqrt(Abs(i + sqrt(Abs(-i + s + 40.4417352903834)))) ; 0.0428346082325355*sqrt(Abs(i)) - 0.00341490617237626
257,0.8297607183251889,B0*i + B1*i**2 + 2*i*s ; B2*sqrt(Abs(i)) + B3*r,1.56670166243314*i**2 + 2*i*s - 1.63066406564497*i ; -0.00769958981114196*r + 0.0131379526817219*sqrt(Abs(i))
258,0.829258577712119,B0*sqrt(Abs(i)) ; B1*i + B2*r + B3*i*r,0.0979085746153042*sqrt(Abs(i)) ; 0.186125450763028*i*r + 0.0704245824110299*i + 0.00260866067238493*r
259,0.8284754271423589,B0*i ; B1*i + B2*i*r - i**2,-1.28527501084543*i ; -i**2 + 0.114464831345419*i*r + 1.58261326918012*i
260,0.8283144582229646,B0 + 2*i**2*s ; B2*Abs(B1 - r)**(1/4),2*i**2*s + 0.0411483418652671 ; 0.0290105249993737*Abs(r + 1.87289429475099)**(1/4)
261,0.8283144579596974,B0 + 2*i**2*s ; B2*Abs(B1 + r)**(1/4),2*i**2*s + 0.0411483813211189 ; 0.0290104033572151*Abs(r + 1.87293590376197)**(1/4)
262,0.8280634157900828,B0*i + B1*i**2 ; B2*i + i*Abs(r)**(1/4),0.246033950064587*i**2 - 0.15668598466872*i ; i*Abs(r)**(1/4) - 0.977739261101295*i
263,0.8279216647689573,B0*s + B1*i*s ; B2*i + B3*i*r - i**2,1.46380997209357*i*s - 0.0126444312346485*s ; -i**2 - 0.631944751242701*i*r + 0.788632123763073*i
264,0.8274968899600639,B0*i**2 ; B1*i + B2*i*r - i**2,0.264380104941738*i**2 ; -i**2 - 0.212003393452921*i*r + 2.87334971365943*i
265,0.8274009364753447,B0*s + B1*i*s - i**2*s ; B2*i + B3*i*r**2 + B3*i*r,-i**2*s + 0.711549430288459*i*s - 0.0106658409470933*s ; 0.0177054425768354*i*r**2 + 0.0177054425768354*i*r + 0.0889227900056065*i
266,0.827291889229825,B0 + B1*s**2 ; B2*i + B3*i**3 + B4*i*r,0.051405877101055 - 0.0475328952160315*s**2 ; 1.8428650933854*i**3 + 0.723346011927537*i*r - 0.118569286516134*i
267,0.8266493514765109,B0 + B1*i**2 + B1*i ; B2 + B3*i*r,0.1245544566118*i**2 + 0.1245544566118*i + 1.24644396082545 ; 0.00858721722666627*i*r + 1.23322769517469
