rank,reward,equations,equations_with_constants
195,0.9073797154376426,B0 + B1*i*s ; i + r,-0.0401735563793914*i*s + 0.0234770881981829 ; i + r
196,0.9073152423325799,B0*s*sqrt(Abs(i)) ; B1 - i + r,0.00807132935896097*s*sqrt(Abs(i)) ; -i + r + 0.0202725219498309
197,0.907309883513858,B0*i*s ; B1*i + r,0.00103954784649585*i*s ; -0.0542493469002322*i + r
198,0.9069805504368067,B0 + B1*i ; B2 + i + r,0.000470390814215373*i + 0.0473932843811783 ; i + r + 1.77768929941036
199,0.9068878408534873,B0*i*sqrt(Abs(s)) ; B1*i - 2*r,0.00431969804473173*i*sqrt(Abs(s)) ; 10.6167738989942*i - 2*r
200,0.9067679185260547,B0*s*sqrt(Abs(i)) ; sqrt(Abs(i**2 + r)),0.00755643634579491*s*sqrt(Abs(i)) ; sqrt(Abs(i**2 + r))
201,0.9065843022362314,B0 + B1*i + s ; B2 + B3*r + i,0.33770554707623*i + s - 0.998570332618045 ; i + 1.48761232691274*r - 0.0461513530177294
202,0.9065842969864308,B0 + B1*i ; B2 + B3*r + i,0.018215165933533*i - 0.0120214955188196 ; i + 0.807886625826412*r - 0.941130159360531
203,0.9063849262741394,B0*i + B0*s ; B1 + B2*i - r,-0.0187860248174377*i - 0.0187860248174377*s ; -0.819085124595179*i - r + 1.00315141301906
204,0.9063082825961835,B0*i*s**2 ; B1*r + i,-0.35651303123835*i*s**2 ; i + 0.85841006999722*r
205,0.9061848551591655,B0*sqrt(Abs(s)) ; B1*r,0.0335176368197943*sqrt(Abs(s)) ; 0.00553721253817451*r
206,0.9061805601422808,B0*sqrt(Abs(s)) ; -i - sqrt(Abs(i)),0.0335176371240346*sqrt(Abs(s)) ; -i - sqrt(Abs(i))
207,0.9061800307720567,B0*sqrt(Abs(s)) ; sqrt(Abs(B1 + i)),0.033517636734387*sqrt(Abs(s)) ; sqrt(Abs(i + 0.00781155868294289))
208,0.9061720577569311,B0*sqrt(Abs(s)) ; i - r,0.034102259867626*sqrt(Abs(s)) ; i - r
209,0.9061700139953646,B0*sqrt(Abs(s)) ; sqrt(Abs(i)),0.0335176363414985*sqrt(Abs(s)) ; sqrt(Abs(i))
210,0.9061647997351607,B0*sqrt(Abs(s)) ; sqrt(Abs(r)),0.0341022592090799*sqrt(Abs(s)) ; sqrt(Abs(r))
211,0.9061637850681321,B0*sqrt(Abs(s)) ; i - sqrt(Abs(i)),0.0341022590839316*sqrt(Abs(s)) ; i - sqrt(Abs(i))
212,0.906151798919994,B0*sqrt(Abs(s)) ; B1 - r,0.0341022566170732*sqrt(Abs(s)) ; 0.00404709082855645 - r
213,0.9061500222694542,B0*sqrt(Abs(s)) ; i,0.0335176328523331*sqrt(Abs(s)) ; i
214,0.9061351855280702,B0*sqrt(Abs(s)) ; B1*i,0.0339697185694962*sqrt(Abs(s)) ; 0.00089039913994365*i
215,0.906135166969268,B0*sqrt(Abs(s)) ; r,0.0339697184951453*sqrt(Abs(s)) ; r
216,0.9061345943108058,B0*sqrt(Abs(s)) ; B1*sqrt(Abs(r)),0.0339697156341331*sqrt(Abs(s)) ; 0.000318152144536177*sqrt(Abs(r))
217,0.9061343669001609,B0*sqrt(Abs(s)) ; B1 - i,0.0339697141874975*sqrt(Abs(s)) ; 0.00133093111762762 - i
218,0.9061343509296319,B0*sqrt(Abs(s)) ; B1 + i,0.0339697140791431*sqrt(Abs(s)) ; i + 0.0568577974821593
219,0.9061205116188179,B0*sqrt(Abs(s)) ; -i,0.033904594971635*sqrt(Abs(s)) ; -i
220,0.9061201219721922,B0*sqrt(Abs(s)) ; r*sqrt(Abs(i)),0.0339046016878153*sqrt(Abs(s)) ; r*sqrt(Abs(i))
221,0.906120058203229,B0*sqrt(Abs(s)) ; B1 - sqrt(Abs(i)),0.0339046024668685*sqrt(Abs(s)) ; 0.00321514408511517 - sqrt(Abs(i))
222,0.9061160269305996,B0*sqrt(Abs(s)) ; -i*r,0.0333895940888876*sqrt(Abs(s)) ; -i*r
223,0.9061146872327618,B0*sqrt(Abs(s)) ; B1 + r,0.0333895892143168*sqrt(Abs(s)) ; r + 0.000845924222026549
224,0.906063828533171,B0*i ; B1 + B2*i - r,-0.0132040410974776*i ; -0.853086822939536*i - r + 1.02247376403831
225,0.9060234977907372,B0*i*s**2 ; B1*r,0.350729307827574*i*s**2 ; 0.269624566424033*r
226,0.9060234974399013,B0*i*s**2 ; B1*i*r + r,0.350761739235529*i*s**2 ; 0.00422497464363938*i*r + r
227,0.9060234904943848,B0*i*s**2 ; r,0.350818604472068*i*s**2 ; r
228,0.9060065714961902,i*s ; B0 + i,i*s ; i - 0.0121085990634776
229,0.905939617955345,B0*Abs(i)**(5/4) ; B1*i,5.08408193901004*Abs(i)**(5/4) ; 1.91192749223651*i
230,0.9059062153587676,B0*s*Abs(i)**(1/4) ; B1 - i + r,0.0318404859626036*s*Abs(i)**(1/4) ; -i + r + 0.026016543815408
231,0.9058107145654436,B0 + i + sqrt(Abs(i)) ; B1 + B2*r + i,i + sqrt(Abs(i)) - 0.191441362826809 ; i + 0.295226441955436*r + 0.106569818547484
232,0.9058082220221526,B0*s*Abs(i)**(3/2) ; Abs(i)**(1/4),0.00161803454929669*s*Abs(i)**(3/2) ; Abs(i)**(1/4)
233,0.9057289185921417,B0*s ; sqrt(Abs(B1 + r)),0.0474981487128209*s ; sqrt(Abs(r + 42.7287574113049))
234,0.9057289184239125,B0*s ; B1*sqrt(Abs(r)),0.0474949704102619*s ; 0.976026698498604*sqrt(Abs(r))
235,0.9057289183124835,B0*s ; B1*sqrt(Abs(i)),0.0475018685853856*s ; 0.104648048559223*sqrt(Abs(i))
236,0.9057289181685347,B0*s ; sqrt(Abs(B1 + i)),0.047502763368522*s ; sqrt(Abs(i + 5.89974482206352))
237,0.9057289178659361,B0*s ; B1 + sqrt(Abs(r)),0.0474917293460104*s ; sqrt(Abs(r)) + 0.000275875619739803
238,0.9057289145886025,B0*s ; B1 + sqrt(Abs(i)),0.0474833021759466*s ; sqrt(Abs(i)) + 0.142338226164501
239,0.9057288024528605,B0*s ; r*sqrt(Abs(i)),0.047577089984354*s ; r*sqrt(Abs(i))
240,0.9057287862420839,B0*s ; sqrt(Abs(i + r)),2.71897421058492*s ; sqrt(Abs(i + r))
241,0.9057287850578888,B0*s ; sqrt(Abs(i - r)),0.0475828094290744*s ; sqrt(Abs(i - r))
242,0.9057287789379145,B0*s ; i - sqrt(Abs(r)),0.0475847321306659*s ; i - sqrt(Abs(r))
243,0.905728766496858,B0*s ; -r + sqrt(Abs(i)),0.0474075218393444*s ; -r + sqrt(Abs(i))
244,0.9057287566654483,B0*s ; -i + sqrt(Abs(r)),0.0475913962813138*s ; -i + sqrt(Abs(r))
245,0.9057287564191624,B0*s ; i*sqrt(Abs(r)),0.0474045740645274*s ; i*sqrt(Abs(r))
246,0.9056433009846695,B0*s*sqrt(Abs(i)) ; Abs(B1 - i + r)**(1/4),0.0194794312738268*s*sqrt(Abs(i)) ; Abs(i - r + 0.674030423631232)**(1/4)
247,0.9053620415355298,B0*i + B1*s ; B2 + i,8.06100320946728*i + 8.187053450377*s ; i - 0.113767289883079
248,0.9051719470444657,B0*s*sqrt(Abs(i)) ; sqrt(Abs(i + r + sqrt(Abs(r)))),0.0206952713733784*s*sqrt(Abs(i)) ; sqrt(Abs(i + r + sqrt(Abs(r))))
249,0.9044684730729946,B0*i ; B1*i + i*r,0.309601196486337*i ; i*r + 0.0764026032873582*i
250,0.9043988178008595,B0*i - i**2 ; B1 + i - sqrt(Abs(r)),-i**2 + 0.458682964135146*i ; i - sqrt(Abs(r)) + 0.152027049278381
251,0.9042623405382529,B0 + B1*s + i ; B2 + B3*r,i + 1.1284392294773*s - 1.14357396710668 ; -0.128585412361511*r - 0.0207280725960882
252,0.903796293054767,B0*s*Abs(i)**(1/4) ; B1 + i + r,0.0711088964362411*s*Abs(i)**(1/4) ; i + r - 0.0045464856246688
253,0.9036022421807871,i*s ; B0*i,i*s ; 0.704676808490337*i
254,0.903371614250279,B0*s + i*s ; B1 + B2*i,i*s - 0.017028101627833*s ; 0.533013529272594*i - 0.0083728778194423
255,0.9033368764544707,B0 + i + Abs(i)**(1/4) ; B1 + B2*r + i,i + Abs(i)**(1/4) - 0.411137241699158 ; i + 0.229225272230124*r + 0.0739226862405656
256,0.9033001975479095,B0 - i ; B1*i + B2*r,-i - 0.0209427524178692 ; -0.818641277390622*i - 0.0176994299233608*r
257,0.9031562145102395,B0*i - i**2 ; B1 + B2*r,-i**2 + 0.543290784531299*i ; 0.0104228677785102 - 0.0200625849536226*r
258,0.9031448801938704,B0*s*sqrt(Abs(i + s)) ; B1 + B2*sqrt(Abs(i)) - i,0.0142829848796074*s*sqrt(Abs(i + s)) ; -i - 3.45065103911798*sqrt(Abs(i)) + 3.91477795285242
259,0.9031135286694423,B0 + B1*i ; sqrt(Abs(B2 + B3*r)),0.000435454815422312*i + 0.0450083350237957 ; sqrt(Abs(0.574770950808509*r - 1.75784652551039))
260,0.9030704650549837,i*sqrt(Abs(B0 + s)) ; i,i*sqrt(Abs(s + 0.426765476375149)) ; i
261,0.9030661135965096,B0 + B1*i ; B3*sqrt(Abs(B2 - r)),0.044921325528459 - 0.000436694821439374*i ; -0.751555284047734*sqrt(Abs(r + 4.48776089994396))
262,0.9028631958198887,B0*i + B1*s ; B2 + sqrt(Abs(r)),-0.0127760720960372*i + 2.72244605287917*s ; sqrt(Abs(r)) + 0.61338123313926
263,0.9028097577206298,B0*i ; B1 - r**2,-0.0458802059862296*i ; 1.43916402720976 - r**2
264,0.9028067767391438,B0 + B2*sqrt(Abs(B1 + s)) ; i**2 - i*r,0.109260238737641 - 0.137967079959843*sqrt(Abs(s - 0.527480983372585)) ; i**2 - i*r
265,0.902626465652226,B0*i*s ; B1 + B2*r - i,0.000939955116343697*i*s ; -i - 0.338372908496577*r - 0.2128199219111
266,0.9025765488717398,B0*s*sqrt(Abs(i)) ; sqrt(Abs(B1 + B2*i*r)),0.0141646174483814*s*sqrt(Abs(i)) ; sqrt(Abs(0.223897170877277*i*r + 2.86527351571203))
267,0.9025428743300168,B0*s*sqrt(Abs(i)) ; r + sqrt(Abs(i)),0.00670287249667729*s*sqrt(Abs(i)) ; r + sqrt(Abs(i))
268,0.9025414845705317,B0*sqrt(Abs(i)) ; i*sqrt(Abs(B1 + r)),0.108956533327697*sqrt(Abs(i)) ; i*sqrt(Abs(r - 0.152786827584727))
269,0.9025377139575528,B0*i ; B1 - 2*r,-0.0440834838450128*i ; 2.49085213828147 - 2*r
270,0.9025332215688731,B0 + B1*sqrt(Abs(i - s)) ; i*r + i*sqrt(Abs(r)),0.112754704939596 - 0.0972000374285702*sqrt(Abs(i - s)) ; i*r + i*sqrt(Abs(r))
271,0.902503101808367,B0*i ; B1 + i - r,-0.0904372344335811*i ; i - r + 1.24322263462671
272,0.9021928898957678,B0 + B1*i ; i*sqrt(Abs(B2 + B3*r)),0.49823216140147*i + 0.000433677719253956 ; i*sqrt(Abs(0.490103861947492*r + 0.0754672273375744))
273,0.9020940430212326,B0*i + i*sqrt(Abs(s)) ; -r + sqrt(Abs(B1*i + B2)),i*sqrt(Abs(s)) - 1.02402913356955*i ; -r + sqrt(Abs(1.86328171305499*i + 0.903333334614846))
274,0.9020269998378466,B0*i*sqrt(Abs(i + s)) ; B1 + B2*i,0.520973341213007*i*sqrt(Abs(i + s)) ; 0.406629821294238*i - 0.0045778395462767
275,0.9020186920742523,B0*i*s ; B1 + r + sqrt(Abs(i)),-0.000682898779932453*i*s ; r + sqrt(Abs(i)) - 0.049505916650178
276,0.9019926477357667,B0 + B1*s + i ; i*sqrt(Abs(B2 + B3*r)),i - 0.0049514213032435*s + 4.4305106692544e-5 ; i*sqrt(Abs(1.07957265463387*r + 0.458585194654472))
277,0.9019889603038569,B0*i*s + B0*s ; B1 + B2*i + B2*r,0.00185272009344841*i*s + 0.00185272009344841*s ; -9.73846610297096*i - 9.73846610297096*r - 3.13329813812235
278,0.9019872549843698,B0*s + i ; i*sqrt(Abs(B1 + B2*r)),i - 0.00478838231609825*s ; i*sqrt(Abs(1.06231088188999*r + 0.46448915589881))
279,0.9019651334757934,B1*s*sqrt(Abs(B0 + i)) ; B2*r - i,0.0141676465054515*s*sqrt(Abs(i + 2.05071990136855)) ; -i - 0.420538118836667*r
280,0.901926835051915,B0*i*sqrt(Abs(s)) ; i*sqrt(Abs(B1 + B2*r)),0.599748431437274*i*sqrt(Abs(s)) ; i*sqrt(Abs(0.0582046771094776*r - 0.149516711741006))
281,0.9019158297591171,B0*i*s ; B1 + B2*i + B2*r,0.00184547683877195*i*s ; -9.01185767227692*i - 9.01185767227692*r - 3.37490659984041
282,0.9019157063566994,B0*i - Abs(i)**(5/4) ; B1 + B2*i,0.95698833986946*i - Abs(i)**(5/4) ; 0.0101029747538136 - 0.0106769515483424*i
283,0.9018982913325372,B1*s*sqrt(Abs(B0 - i)) ; sqrt(Abs(B2 + r)),0.0258717130925528*s*sqrt(Abs(i + 1.4666921124948)) ; sqrt(Abs(r - 2.8467160423987))
284,0.9018195224596979,B0*i*s ; B1*r*sqrt(Abs(i)) + i,0.990331247908257*i*s ; i - 0.612457694484307*r*sqrt(Abs(i))
285,0.901755472546783,B0*i*s ; B1*r + sqrt(Abs(B2 - i)),-0.00176664848177367*i*s ; -0.0159024556587447*r + sqrt(Abs(i - 7.84990369822784))
286,0.9017261531879504,B0*i*s + B0*s ; B1 + B2*i,-0.00179533130563695*i*s - 0.00179533130563695*s ; 3.5504180711753 - 0.0595219780856168*i
287,0.9017127505389313,B0*i*s ; B1*i - sqrt(Abs(B2 + r)),0.00182139520503108*i*s ; 0.0125201872510375*i - sqrt(Abs(r - 6.12420642137991))
288,0.901708530095592,B1*s*sqrt(Abs(B0 + i)) ; i + r,0.090504959746344*s*sqrt(Abs(i - 0.00295916554405868)) ; i + r
289,0.9016899331846722,B0*s**2*sqrt(Abs(i)) ; B1 + B2*r,0.0662820072433222*s**2*sqrt(Abs(i)) ; 0.42824664533812*r + 0.0208020652097256
290,0.9016789252101437,B0*i*s ; sqrt(Abs(B1*r + B2*i)),-0.0013427980731736*i*s ; sqrt(Abs(1778.15102817896*i + 1772.3686631698*r))
291,0.9016331688863876,i ; B0 + i,i ; i + 0.000284435841797454
292,0.9016278382197476,B0*i*s ; B1 + 2*i,-0.432647823742238*i*s ; 2*i + 0.279364667737452
293,0.9016072077217958,B0 + B1*i ; B2 + B3*i,0.00173043831463076*i + 0.0469530791866408 ; 0.0235506715604104*i + 0.856489774551903
294,0.9016069953200223,B0 + B1*i ; B2*i,0.0474856936062638 - 0.0295617662080163*i ; -0.00798805389702358*i
295,0.9015823993994034,B0*i*s ; B1 + B2*i + sqrt(Abs(i)),-0.00170883723199253*i*s ; 0.035379057497186*i + sqrt(Abs(i)) + 1.55566506397432
296,0.9015088384463666,B1*s*sqrt(Abs(B0 + i)) ; sqrt(Abs(B2 + i)),0.0243627214382333*s*sqrt(Abs(i + 0.862677815911942)) ; sqrt(Abs(i + 1.61236952351094))
297,0.9014756173170562,B0 + sqrt(Abs(i)) ; B1 + B2*r,sqrt(Abs(i)) - 0.147582141623968 ; 0.0391984591405839 - 0.0335699508335908*r
298,0.9014066533226334,B0*i*s ; B1*r + sqrt(Abs(i + r)),-0.0512237315010039*i*s ; -0.134923347849479*r + sqrt(Abs(i + r))
299,0.9013292291923741,B0*s*Abs(i)**(1/4) ; sqrt(Abs(i - sqrt(Abs(B1 + i)))),0.0285687641566306*s*Abs(i)**(1/4) ; sqrt(Abs(i - sqrt(Abs(i - 0.0204031635136736))))
300,0.9012913176114755,B0*s*Abs(i)**(1/4) ; sqrt(Abs(i)),0.0328670083522416*s*Abs(i)**(1/4) ; sqrt(Abs(i))
301,0.901284904457279,B0*i - i*s ; B1 + B2*i,-i*s - 0.00721748566590545*i ; 0.0514431346734786 - 0.0133955380308558*i
302,0.9012329741426911,B0*s*Abs(i)**(3/2) ; B1 - i**2*r,3.20600239534421*s*Abs(i)**(3/2) ; -i**2*r + 0.0519789179227038
303,0.9012150761211196,B0*i*s ; B1 + i + r - sqrt(Abs(i)),0.0013928066135487*i*s ; i + r - sqrt(Abs(i)) - 1.65632174949971
304,0.9011973551785887,B0*s*sqrt(Abs(i)) ; sqrt(Abs(B1 + B2*r + i)),0.0204121842660754*s*sqrt(Abs(i)) ; sqrt(Abs(i - 0.253760989816225*r + 2.07768214282415))
305,0.9011772236166057,B0*s*sqrt(Abs(i)) ; sqrt(Abs(B1 + B2*i + r)),0.01840150027585*s*sqrt(Abs(i)) ; sqrt(Abs(2.60532660848843*i + r + 3.29928181884376))
306,0.9011665110186772,B0 + i ; i,i - 0.000277135707449884 ; i
307,0.9011554740871882,B0*i + i*s ; B1 + B2*i,i*s - 0.280531832516499*i ; 0.00534401773303038*i + 0.0133331019170246
308,0.9011130296608473,B0*i**2*s ; B1*sqrt(Abs(i)) + sqrt(Abs(r)),1.20508749119941e-5*i**2*s ; 0.770850042151447*sqrt(Abs(i)) + sqrt(Abs(r))
309,0.9010621885091145,B0*i*s ; -i + sqrt(Abs(B1 - i)),-0.000651300794632804*i*s ; -i + sqrt(Abs(i - 0.281433027735174))
310,0.9010176854721165,B0*s*sqrt(Abs(i)) ; sqrt(Abs(B1 + B2*i - r)),0.0158775363446894*s*sqrt(Abs(i)) ; sqrt(Abs(2.59077393435348*i + r + 1.48239614118815))
311,0.9009926406420233,B0*i + B1*s ; B2 + B3*i,0.559282343628484*i + 0.0134967590636544*s ; 0.673904169994429*i - 0.00126247785651427
312,0.9009628992882618,B0 + B1*i ; B2*i**2,0.0485165209534908 - 0.0336578876449171*i ; -0.0050620594674873*i**2
313,0.9009402177803353,B0*s*sqrt(Abs(i)) ; sqrt(Abs(B1 + 2*i + r)),0.0213881208974137*s*sqrt(Abs(i)) ; sqrt(Abs(2*i + r + 0.553348236598203))
314,0.9007303125026506,B0*i + B1*s ; B2*i,0.563991579097586*i + 0.0134638537602889*s ; 0.668803128351346*i
315,0.900710646749093,B1*s*sqrt(Abs(B0 - i)) ; sqrt(Abs(i)),0.0174833197763777*s*sqrt(Abs(i + 0.494938908978529)) ; sqrt(Abs(i))
316,0.9006267877326736,B0*i - i**2 ; B1 + B2*Abs(i)**(1/4),-i**2 + 0.53950847094322*i ; 0.0141977468822393 - 0.010900451882708*Abs(i)**(1/4)
317,0.9005637150783967,B0 + B1*sqrt(Abs(i - s)) ; r,0.108154649178625 - 0.0935254331835387*sqrt(Abs(i - s)) ; r
318,0.9005407251355645,B0*Abs(i)**(5/4) ; i*sqrt(Abs(B1*r - i)),0.92368776145271*Abs(i)**(5/4) ; i*sqrt(Abs(i + 0.491215976507991*r))
319,0.9004537029952575,B0 + B1*i ; B2 + r,0.000181631666574261*i + 0.0259754508395929 ; r + 1.01046101498686e-8
320,0.900397038789409,B0*sqrt(Abs(i)) ; B1 + i - r,0.0510222083491333*sqrt(Abs(i)) ; i - r + 1.19429246872905
321,0.9002967614267794,B0*s*Abs(i)**(1/4) ; sqrt(Abs(r + sqrt(Abs(B1 - i)))),0.0284523568344547*s*Abs(i)**(1/4) ; sqrt(Abs(r + sqrt(Abs(i - 0.0199999878970972))))
322,0.9002161228680793,B0*sqrt(Abs(i))*Abs(s)**(3/2) ; B1 + i + r,0.105220769411478*sqrt(Abs(i))*Abs(s)**(3/2) ; i + r - 0.00669597705693372
323,0.9001780417276853,B0*i + B1*s ; B2*r**2 + i,0.888621729375632*i + 0.00928520613267876*s ; i - 0.000432130363397906*r**2
324,0.9000942262450994,B0*i + B1*s ; i,0.890639183951376*i + 0.00894578427876923*s ; i
325,0.9000365867827089,B0 + B1*i ; B2*i + Abs(r)**(3/2),0.000400309307792067*i + 0.042276313695656 ; 0.00601295758816368*i + Abs(r)**(3/2)
326,0.8999596242166428,B0*s*sqrt(Abs(i + s)) ; sqrt(Abs(i)),0.0175087662715663*s*sqrt(Abs(i + s)) ; sqrt(Abs(i))
327,0.8999427832450424,B0 + i ; i*sqrt(Abs(B1 + B2*r)),i - 9.52596940825886e-6 ; i*sqrt(Abs(0.651704740948559*r + 0.706441880446834))
328,0.8998073540970458,B0*i + B1*s ; B2*i + B3*r,0.0153353922820357*i + 2.74112462000329*s ; -2.78327754280942*i - 2.71365961621402*r
329,0.8997607016136155,B0*i*s ; sqrt(Abs(B1 - i + 2*r)),-0.00126890189952127*i*s ; sqrt(Abs(i - 2*r + 2.71622190929615))
330,0.8996777565131474,B0*i*s ; sqrt(Abs(B1*i*r + r)),0.298494345974353*i*s ; sqrt(Abs(0.00605004224451138*i*r + r))
331,0.899677748473073,B0*i*s ; B1*sqrt(Abs(r)) + B2*r,0.298451292639079*i*s ; 0.000409945780037164*r + 0.000111291865089064*sqrt(Abs(r))
332,0.8995873909294485,B1*sqrt(Abs(B0 - i)) ; B2 + i + r,0.004521666273309*sqrt(Abs(i + 99.9439189329597)) ; i + r + 2.51351889078466
333,0.8995289432428847,B0*i + B1*s ; B2*i - i*r,-1.3757052877519*i + 0.0793804177407711*s ; -i*r + 1.77281512714115*i
334,0.8993081738387371,B0*s*Abs(i)**(3/2) ; B1*i,5.58955637001238*s*Abs(i)**(3/2) ; 0.734234407163431*i
335,0.8991398980055367,B0*s*sqrt(Abs(i)) ; B1 + i,0.412932024771337*s*sqrt(Abs(i)) ; i + 0.0600234392136507
336,0.899062879246501,B1*s*sqrt(Abs(B0 - s)) ; sqrt(Abs(B2*i + i*r)),0.152907064472897*s*sqrt(Abs(s - 0.966161552731664)) ; sqrt(Abs(i*r + 25.5079197848353*i))
337,0.8990628277462727,B1*s*sqrt(Abs(B0 + s)) ; B2*i - sqrt(Abs(B3 + i)),0.152939003976326*s*sqrt(Abs(s - 0.966155955596482)) ; 0.000344737026668948*i - sqrt(Abs(i + 2.82673403970537))
338,0.8990628229322594,s*sqrt(Abs(B0*s + B1)) ; B2 + i + r,s*sqrt(Abs(0.0233530611959412*s - 0.0225632044837151)) ; i + r + 0.000149666649471832
339,0.8990628000414116,B1*s*sqrt(Abs(B0 + i)) ; B2*Abs(r)**(1/4) - r,0.152983496824279*s*sqrt(Abs(i - 0.0338520322953365)) ; -r + 13.8084301424991*Abs(r)**(1/4)
340,0.8990627225505683,B1*s*sqrt(Abs(B0 + s)) ; 2*i,0.152710286078115*s*sqrt(Abs(s - 0.966196795077264)) ; 2*i
341,0.8990613226453538,sqrt(Abs(B0*i + B1)) ; B2 + B3*sqrt(Abs(r)),sqrt(Abs(2.12273957145168e-5*i - 0.00212172099713941)) ; -0.00639055347063623*sqrt(Abs(r)) - 3.00643601153835
342,0.8990604141228492,s*sqrt(Abs(B0 + B1*s)) ; B2 + i + r,s*sqrt(Abs(0.0231487759675147*s - 0.0223686876845321)) ; i + r + 0.264025139023562
343,0.8990603825867974,s*sqrt(Abs(B0*s + B1)) ; B2 + r + sqrt(Abs(i)),s*sqrt(Abs(0.0231475662447205*s - 0.0223675506894343)) ; r + sqrt(Abs(i)) + 0.126163259253159
344,0.8990601088191766,s*sqrt(Abs(B0 + B1*s)) ; sqrt(Abs(B2 + B3*r)),s*sqrt(Abs(0.0232302840171222*s - 0.0224458851655455)) ; sqrt(Abs(0.000637528376395814*r + 84.3391041578299))
345,0.8990576598134365,s*sqrt(Abs(B0 + B1*s)) ; B2 - i + r + sqrt(Abs(i)),s*sqrt(Abs(0.0236334975244298*s - 0.0228302944819277)) ; -i + r + sqrt(Abs(i)) + 1.69002655095379
346,0.8990574155889709,s*sqrt(Abs(B0*s + B1)) ; i*r,s*sqrt(Abs(0.0236694269868742*s - 0.0228644905652984)) ; i*r
347,0.8990520617445947,B1*s*sqrt(Abs(B0 - s)) ; r,0.152840336427342*s*sqrt(Abs(s - 0.965900361113208)) ; r
348,0.8988183085065127,B0*i**2 ; B1*i + B2*sqrt(Abs(r)),2.37318303708639*i**2 ; 2.73915561200408*i - 0.0720939659171632*sqrt(Abs(r))
349,0.8987063730790823,B0*i*s ; B1 + B2*sqrt(Abs(i)) + i,0.568961359183657*i*s ; i - 0.431378240728799*sqrt(Abs(i)) + 0.0520004482117816
350,0.8984840567324824,B0 + B1*s ; B2 + i - r,0.0406463819470028*s + 0.009824519525665 ; i - r + 5.76556111610704
351,0.8984840567210512,B0 + B1*s ; B2 + sqrt(Abs(i)),0.0406461891131645*s + 0.00982244785007084 ; sqrt(Abs(i)) + 0.00093478513873649
352,0.8984840566898022,B0 + B1*s ; B2*sqrt(Abs(r)),0.0406490858817032*s + 0.00982232008815222 ; 0.186015453444485*sqrt(Abs(r))
353,0.8984840566876243,B0 + B1*s ; B2*Abs(r)**(1/4),2.7235600579899*s + 0.658355929595573 ; 39.9618794643079*Abs(r)**(1/4)
354,0.8984840566664914,B0 + B1*i ; B2*sqrt(Abs(r)),0.0504686959276904 - 0.0406474152024185*i ; 0.111779473936577*sqrt(Abs(r))
355,0.8984840566230498,B0 + B1*s ; B2*r**2,0.0406498092254623*s + 0.00982167418794373 ; 0.000192356244724055*r**2
356,0.8984840566203552,B0 + B1*s ; B2*i,0.0406498312817844*s + 0.00982278457287103 ; 0.0032824716502037*i
357,0.8984840565900515,B0 + B1*s ; B2 + r,0.0406437005003781*s + 0.00982399883562061 ; r + 0.00284187601453139
358,0.8984840564459834,B0 + B1*s ; B2 + Abs(i)**(1/4),0.0406429095927249*s + 0.00982625174397123 ; Abs(i)**(1/4) + 1.36616992572439
359,0.8984840563717748,B0 + B1*s ; sqrt(Abs(B2 + r)),0.0406422148166864*s + 0.00982617861293523 ; sqrt(Abs(r + 0.00365463728102089))
360,0.8984840563683617,B0 + B1*s ; sqrt(Abs(B2 + sqrt(Abs(r)))),0.0406515436526003*s + 0.00982021050916356 ; sqrt(sqrt(Abs(r)) + 13.3404796689493)
361,0.8984840563646175,B0 + B1*i ; B2*i*r,0.0504671692634197 - 0.0406419486150019*i ; 6.80866968014444*i*r
362,0.8984840560513131,B0 + B1*s ; sqrt(Abs(B2 - i)),0.0406443033165596*s + 0.00982890633203756 ; sqrt(Abs(i - 0.0265811741596678))
363,0.8984840560392341,B0 + B1*s ; Abs(B2 - r)**(1/4),0.0406434896007358*s + 0.00982894406557436 ; Abs(r - 0.000891282530004965)**(1/4)
364,0.8984840559862012,B0 + B1*s ; Abs(B2 + r)**(1/4),0.0406424455525371*s + 0.00982899329333261 ; Abs(r + 0.00154665904526853)**(1/4)
365,0.8984840555892868,B0 + B1*s ; B2 + 2*i,0.0406512146648907*s + 0.00982727132031286 ; 2*i + 17.2170092897314
366,0.8984840555081826,B0 + B1*s ; B2 - i,2.72355923313767*s + 0.657761021453298 ; 0.000390661203489291 - i
367,0.8984840552774667,B0 + B1*s ; B2 + B3*i,0.0406530195236382*s + 0.00982662088304369 ; 0.00129970106419278*i + 0.001732464305709
368,0.8984840551701105,B0 + B1*s ; sqrt(Abs(B2 + i)),0.0406456948120867*s + 0.00983121965238177 ; sqrt(Abs(i + 1.11852425233502))
369,0.898484055008317,B0 + B1*s ; Abs(B2 + i)**(1/4),0.0406550537004423*s + 0.00981532453934977 ; Abs(i + 0.00119513475067443)**(1/4)
370,0.8984840542393578,B0 + B1*s ; B2 - i - r,0.0406549837214662*s + 0.00982750529349151 ; -i - r + 12.7698439710622
371,0.8984840541293833,B0 + B1*i ; B2*r,0.0504768766109064 - 0.040642902054652*i ; 0.0018996243483044*r
372,0.8984840539515582,B0 + B1*s ; B2 + i,0.0406380202119212*s + 0.00983399518120514 ; i + 2.980622225003
373,0.8984840539449546,B0 + B1*s ; 2*r,0.0406337317398981*s + 0.00982825238076832 ; 2*r
